ulasan,rating,tanggal,kategori,nama_aplikasi,app_id,label,confidence,label_original
Nonton Netflix gak pernah bosen❤️,5,2025-12-27 04:58:15-07:00,hiburan_streaming,Netflix,363590051,negatif,0.7305804491043091,positif
"buruk banget, masa aku baru langganan tgl 9 desember dan tgl 25 desember udah kebayar otomatis lagi dengan harga 2x lipatnya krn katanya aku pindah langganan ke premium? pdhl aku gaada ubah” ke premium, uang udah dibalikin 100% tp katanya harus dibatalin anggota dr sananya, kecewa bgt pdhl harusnya masi bisa nonton sampe tgl 9 januari!!!",1,2025-12-26 04:20:13-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9971809387207031,negatif
Tidak ada info film baru semenjak ada klip,2,2025-12-25 16:29:34-07:00,hiburan_streaming,Netflix,363590051,negatif,0.8793975114822388,negatif
gk bisa dowlond episode 13 sama 19,1,2025-12-25 11:11:14-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9922946691513062,negatif
udh bayar mahal film gak lengkap dan ga update 🙄,1,2025-12-24 07:38:14-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9923152923583984,negatif
"Byk film yg tak ad subtitle B ind nya, jd males nonton",3,2025-12-24 00:04:08-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9929584264755249,netral
ANEH BGT UDAH DENGAN CARA APAPUN TETAP GA MASUK DAN TIDAK BISA MENGAKSES WEB NETFLIX LEWAT MANAPUN!,1,2025-12-17 11:32:19-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9969859719276428,negatif
Netflix Top,5,2025-12-17 05:55:45-07:00,hiburan_streaming,Netflix,363590051,positif,0.9910938143730164,positif
ini film yang sudah lama rilisnya dihapus sih ? saya baru mau nonton sekarang,5,2025-12-16 06:50:31-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9545838832855225,positif
"Mo login tinggal penuh dengan notif terlalu banyak upaya lah, bodo kau memang yang buat aplikasi ini,tai kau tai",1,2025-12-16 03:48:12-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9980849027633667,negatif
Kenapa malah happy endingnya buat rani 😭,1,2025-12-15 22:08:34-07:00,hiburan_streaming,Netflix,363590051,positif,0.9497280716896057,negatif
Gw ga beli langganan tiba” ke tf sendiri monyeet anjing,1,2025-12-15 16:16:48-07:00,hiburan_streaming,Netflix,363590051,negatif,0.987798810005188,negatif
"Ruameeer poulll
Plus rekomen bgt buat nemenin aku yang gabisa tidur",5,2025-12-15 07:55:12-07:00,hiburan_streaming,Netflix,363590051,positif,0.9932805895805359,positif
Harus lebih update,5,2025-12-14 21:36:20-07:00,hiburan_streaming,Netflix,363590051,negatif,0.8919879794120789,positif
Harga naik terus,1,2025-12-14 06:49:54-07:00,hiburan_streaming,Netflix,363590051,positif,0.7817184329032898,negatif
Karena bagus,5,2025-12-13 20:22:45-07:00,hiburan_streaming,Netflix,363590051,positif,0.9966879487037659,positif
"hari ini saya berlangganan lagi  ternyata kali ini dapetnya zonk, sudh bayar 65k dan transaksi berhasil tapi netflix layarnya putih semua, walaupun cuma 65k tapi sedih karna pengen nonton tapi tdk jadi",1,2025-12-09 21:16:41-07:00,hiburan_streaming,Netflix,363590051,negatif,0.8990300893783569,negatif
Penggunaan aplikasi di smar tv sangat kacau dan lambat,1,2025-12-09 09:41:34-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9951268434524536,negatif
Kaa knpa ga bisa login ya mau masuk apke link baru ga bisa,1,2025-12-07 21:16:47-07:00,hiburan_streaming,Netflix,363590051,negatif,0.7548252940177917,negatif
Aplikasi bodoh saya udah bayar ga bisa masuk,1,2025-12-06 07:57:45-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9954906105995178,negatif
Tolong kembalikan menu inagt nanti agar lebih menyaman menandai film yang mau di tonton saat tanggal rillis,5,2025-12-06 07:30:15-07:00,hiburan_streaming,Netflix,363590051,negatif,0.5091273784637451,positif
"Macet, padahal jaringan bagus",1,2025-12-06 03:35:21-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9963629841804504,negatif
Oke banget bintang 7,5,2025-12-05 23:27:25-07:00,hiburan_streaming,Netflix,363590051,positif,0.9961423277854919,positif
"Sudah bayar tp login disuruh bayar lagi, kocak banget nih apk",1,2025-12-05 19:21:55-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9049164652824402,negatif
"Ga ada pemberitahuan, tiba tiba udah ngurang saldo",1,2025-12-05 09:29:03-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9781138896942139,negatif
"apk tolol ajg, pemerasan harga yahudi",1,2025-12-04 05:53:59-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9972370862960815,negatif
"Dilm nya bagus banget, tolong episode selanjutnya dong. Suka deh. Makasih sudah menghibur kesepianku nerflix 🥰🥰",5,2025-12-02 08:11:55-07:00,hiburan_streaming,Netflix,363590051,positif,0.818732738494873,positif
tolong untuk serial anime one piece diupdate lagi. saya udah berbulan-bulan menunggu whole cake island tapi tidak kunjung ada. dan tolong animasi spongebob ditambhan lagi season awal-awal. kayak season 1-7,3,2025-12-02 07:32:32-07:00,hiburan_streaming,Netflix,363590051,negatif,0.5309574007987976,netral
Ipad gua masih bagus terus harus upgrade gadget hanya buat buka Netflix ? Tidak sudi. Mending pindah ke platform lain,1,2025-12-01 06:55:09-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9772878885269165,negatif
Netfix keren,5,2025-11-30 02:53:24-07:00,hiburan_streaming,Netflix,363590051,positif,0.9965922236442566,positif
Login akun sendiri tapi kek dipake orang terus padahal udah di revoke. Mau delete account gak bisa. Help!,1,2025-11-28 06:20:53-07:00,hiburan_streaming,Netflix,363590051,negatif,0.5504947900772095,negatif
Sangat inspiratif supaya kita tidak gabung dengan siapapun,5,2025-11-27 23:26:55-07:00,hiburan_streaming,Netflix,363590051,positif,0.9935427904129028,positif
Dimurahin dikit dong harganya,3,2025-11-27 19:00:33-07:00,hiburan_streaming,Netflix,363590051,positif,0.8645161986351013,netral
"Semuanya berjalan sesuai keinginan, terbaik .",5,2025-11-26 08:38:01-07:00,hiburan_streaming,Netflix,363590051,positif,0.9853659868240356,positif
"Netflix feses, masa satu rumah lebih dari satu device harus nambah bayar nya, mana hampir 2x lipat. Kelihatan kapitalis nya",1,2025-11-23 05:37:33-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9718843698501587,negatif
Padahal sinyal bagus . Tapi sudah berapa hari Netflix tidak bisa di bukak,2,2025-11-23 05:24:40-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9248794913291931,negatif
Too much film netflix no have,1,2025-11-23 04:50:04-07:00,hiburan_streaming,Netflix,363590051,positif,0.7628485560417175,negatif
Pilihan utama untuk hiburan,5,2025-11-22 22:43:45-07:00,hiburan_streaming,Netflix,363590051,positif,0.9571871161460876,positif
"Masih ada loh orang2 yg tidak suka ganti2 gadget jadi gadget terbaru apalagi kalau gadgetnya masih berfungsi normal2 saja. Yes, I’m using iPhone 7+ since soooo long. I’m not FOMO, I try to be wise instead.",1,2025-11-22 05:21:53-07:00,hiburan_streaming,Netflix,363590051,negatif,0.6139695048332214,negatif
I hate this app the videos are so bad and the ads are fake fake fake !,2,2025-11-20 23:33:27-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9706577658653259,negatif
Aplikasi anjing,1,2025-11-18 10:18:21-07:00,hiburan_streaming,Netflix,363590051,negatif,0.995577335357666,negatif
Banyakin film japan nya dong!,5,2025-11-18 07:46:12-07:00,hiburan_streaming,Netflix,363590051,positif,0.9310823678970337,positif
Teman setia di setiap waktu sunyiku,5,2025-11-17 05:04:38-07:00,hiburan_streaming,Netflix,363590051,positif,0.9774290323257446,positif
kenapa ga bisa login sampe skrg,1,2025-11-15 21:17:37-07:00,hiburan_streaming,Netflix,363590051,negatif,0.7603338956832886,negatif
"Habis upgrade ios 26 selalu gitu, lg nonton asik-asik blank total tidak ada gambar sama sekali. Harus cepat di perbaiki",3,2025-11-15 08:40:09-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9773396849632263,netral
Cakeppp,5,2025-11-13 07:28:30-07:00,hiburan_streaming,Netflix,363590051,positif,0.997111439704895,positif
kadang beberapa series/film/anime biasanya subtitle yang bahasa indonesia suka typo gitu,4,2025-11-12 23:04:54-07:00,hiburan_streaming,Netflix,363590051,negatif,0.6939057111740112,positif
"Ini netflix diam-diam ngesubscribe sendiri yang mana nyedot saldo saya, saya ga merasa kalo pernah klik berlangganan otomatis setiap bulannya dan baru sadar kalo melanjutkan memasukkan metode pembayaran itu otomatis berlangganan otomatis, CS netflix juga tidak membantu, berulang kali gagal  dihubungi. Saya udh rugi 500rb ini mau tanggung jawab ga? Aplikasi aja ga pernah saya pake.",1,2025-11-12 06:15:26-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9967897534370422,negatif
"bayar mahal"" tapi ribet banget .cuman mau nonton kok dipersulit mulu",2,2025-11-08 06:45:07-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9978679418563843,negatif
I LOVE Netflix!! Thanks for making my dull days way more fun 💕💕💕💘💘💘,5,2025-11-07 03:26:47-07:00,hiburan_streaming,Netflix,363590051,positif,0.8876736164093018,positif
Saya mau uang saya balik gila ya saya ga ngeklik apa apa tiba tiba uang saya kepotong gitu aja gamau tau pokoknya,1,2025-11-04 17:32:17-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9973047971725464,negatif
"dari dulu sampai sekarang selalu saat masa langganan bulanan akan habis pasti layar nya seperti rusak,gerak gerak,nge freeze saat full screen tolong dong netflix padahal kemaren sudah normal",1,2025-11-04 09:00:44-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9524431824684143,negatif
Rusak,1,2025-11-04 07:57:40-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9979702830314636,negatif
ribet loginnya,1,2025-11-04 02:06:34-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9974760413169861,negatif
"aplikasi sampah, untuk login aja ribet banget tai",1,2025-11-03 19:50:09-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9966700673103333,negatif
gabisa sharesceen titit,1,2025-11-03 01:52:06-07:00,hiburan_streaming,Netflix,363590051,positif,0.5810691118240356,negatif
Sangat elegan dan recomended untuk di tonton. Semoga Netflix terus sukses dan tambah banyak penggemar nya. Bravo... 👌,5,2025-11-02 07:44:29-07:00,hiburan_streaming,Netflix,363590051,positif,0.9930144548416138,positif
Aplikasi kayak aplikasi jadul pembayaran ribet nonton tutorial dulu di tiktok baru bisa bayar. Gk bisa lewat app,1,2025-11-02 06:28:17-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9887598752975464,negatif
"i really love having my own profile on netflix, i can watch some movies and series everydaaayy!",5,2025-11-02 00:12:26-07:00,hiburan_streaming,Netflix,363590051,positif,0.49232253432273865,positif
login ribet mesti gangguan,2,2025-11-01 21:21:06-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9965810179710388,negatif
Bangeten login eror mulu,1,2025-11-01 11:34:07-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9974898099899292,negatif
ribet,1,2025-10-31 23:57:12-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9968971014022827,negatif
"perbaikin dong bug nya masa masukin email aja kesalahan terus, baru masukin email loh belum ke password udah gonta ganti brapa kali akun masih tetep kesalahan gabisa login, STRESSSS!! pake web pun gabisa padahal akun baru di create",1,2025-10-31 23:32:11-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9974911212921143,negatif
Greedy sob piece of shiet,1,2025-10-31 04:35:29-07:00,hiburan_streaming,Netflix,363590051,positif,0.7035249471664429,negatif
film dan anime yang kurang lengkap,4,2025-10-30 08:56:24-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9851348996162415,positif
FIX THIS ISSUE PLIS!!,1,2025-10-30 04:57:20-07:00,hiburan_streaming,Netflix,363590051,negatif,0.8883619904518127,negatif
Aplikasi Bodoh,1,2025-10-29 22:55:47-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9980567097663879,negatif
Tontonan yg di TV ga ada semua di versi mobile,1,2025-10-29 08:51:34-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9467085003852844,negatif
netflix lol masa di ios iphone xr gk bisa,1,2025-10-29 07:59:22-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9354334473609924,negatif
Sedikit masukan tolong ya di perbaiki servernya sering error untuk login aja sering ga mau🙏🏻🥹,3,2025-10-29 03:15:09-07:00,hiburan_streaming,Netflix,363590051,negatif,0.8317612409591675,netral
"Masih banyak film yang tidak ada, begitu juga dengan animasi nya",3,2025-10-28 23:25:56-07:00,hiburan_streaming,Netflix,363590051,negatif,0.46779486536979675,netral
"Woi ini kenapa netflix gua udh bayar udh daftar tp dibolak balik ke chrome mlu!!! Masuk apk dsruh ke chrome, chrome ke apk!! Monyett",2,2025-10-26 02:55:08-07:00,hiburan_streaming,Netflix,363590051,negatif,0.9894866943359375,negatif
otp mana goblok,1,2026-08-02 10:19:44-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.998276948928833,negatif
"aplikasi scam, udah berlangganan tapi login gabisa. pakai otp tapi gapernah dikirim kodenya ""selamanya"". sekelas aplikasi disney aja nipu. kacau bgt",1,2026-08-02 09:39:05-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9980359673500061,negatif
"Rugi, sudah bayar, tapi tidak mandapatkan kode OTP, sudah lapor telkomsel, sudah kompalin ke disnay, itupun  hanya lewat pengaduan, tidak ada CS yg bisa di hubungi, sungguh mengecewakan",1,2026-08-02 05:26:18-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9976586103439331,negatif
Jangan berlangganan aplikasi busuk ini. Kirim kode otp saja ga becus. Malu ooiyyy udh banyak yg komplain sampe skr ga ada solusi,1,2026-08-02 03:28:04-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9982714653015137,negatif
"kalo sdh masuk ke app segera register email, spy ntar kalo ada kendala seluler otp nya bisa dikirim ke email. yg mau nonton via smart tv langsung donlot app nya aja di tv, atau buka browser juga bisa (tapi navigasinya agak susah). buat developer, perimbangan new to disney+ sangat amat nggak oke pake banget: bikin katalognya terlalu penuh dgn konten kontemporer. nggak semua orang di 2026 excited nonton fire and ash atau the devil wears prada 2, ada yang lebih suka nonton air force one, runaway jury, steven seagal’s dan semacamnya yang justru bertebaran secara gratis di t*l*gram. jadi kalau data disney+ nunjukin nggak ada yg ngeklik film2 lama, ini justru karena katalognya sedikit, bukan karena segmen itu tidak diminati.",5,2026-08-01 19:38:05-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.6217801570892334,positif
"susah masuk padahal udah bayar lewat mytelkomsel, buat masuk login aja di buat ribet susah gini, aku liat di tiktok ternyata ga cuma aku doang yg kesusahan untuk login gara2 otp lewat sms atau telp ga dikirim kirim",1,2026-08-01 07:35:39-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9574507474899292,negatif
"aplikasinya sangat buruk, selalu gagal mendapatkan kode OTP saat log in",1,2026-08-01 05:56:19-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9966681599617004,negatif
"Tolong dibenahi!, padahal sudah banyak yang komplain",1,2026-07-31 20:07:39-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9920199513435364,negatif
Jangan berlangganan rugi ini udah sehari otp ga di kasih2 call juga gamasuk! gabisa log in jdnya 👎👎,1,2026-07-31 09:28:57-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8078889846801758,negatif
UDA HUBUNGIN PIHAK DISNEY BERKALI” JAWABANNYA GAJELAS GAADA PENYELESAIAN.,1,2026-07-31 08:21:23-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9733002185821533,negatif
"Tidak bisa login karena tidak menerima kode otp, sudah bayar lewat telkomsel. Yang mengalami kendala bukan hanya saya, coba lihat d instagram disney banyak juga yang mengeluh.",1,2026-07-31 07:30:54-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9918265342712402,negatif
hedehh dah 2 harii sudahh lapor ke pusat bantuan juga ga ada penyelesaiannya ini gimana ya,1,2026-07-31 04:53:08-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.98707515001297,negatif
"saya baru berlangganan pertama kali dan belum perna login, mau login udah masukin no hp yg bener gada OTP masuk, udh di restart HP tetap ga bisa, sudah pake panggilan, SMS, semua cara login maupun anjuran login untuk kode OTP dari APK INI gabisa semua, APK PENIPUAN!!",1,2026-07-31 04:44:59-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9940808415412903,negatif
"uda bayar tapi kode otp ga muncul, rugi",1,2026-07-30 23:52:14-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9824954271316528,negatif
Gila cmn buat login aja susahnya minta ampun,1,2026-07-30 02:40:37-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9962238073348999,negatif
OTP gak bisa masuk terus,1,2026-07-29 15:13:56-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.779013991355896,negatif
Udah beli langganannya di my xl. Eh pas coba masuk gak bisa masuk. Gak ada masuk kode otp nya baik melalui SMS ataupun Telfon. Kenapa gak disambungkan ke WA aja. Daripada SMS atau telfon kayak gini. Tolong diproses juga pengaduan saya. Udah kirim pengaduan masih gak diproses,1,2026-07-29 10:18:40-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8807907700538635,negatif
Apk jelek udah dari minggu lalu gak otp gak dikirim,1,2026-07-29 08:15:29-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9955304265022278,negatif
"Saya sudah beberapa kali menghubungi 188 katanya masih aktif berlangganan disney+hotstar nya,kami di suruh menunggu dan menunggu,dan kata terakhir kami di suruh menghubungi pihak disney+hotstar, ,apa gunanya saya berlangganan tapi tidak bisa menikmati hiburan menontonnya.",5,2026-07-29 05:31:16-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8008551597595215,positif
"SAYA SUDAH MEMBAYAR 65 RIBU TAPI SAYA TIDAK BISA LOGIN KARENA TOP TIDAK DIKIRIM KIRIM, DAN SAYA COBA NELPON TAPI TIDAK MUNCUL MUNCUL. TOLONG DONG DISNEY KALO GITU KEMBALIIN AJA UANG ORANGG. SAYA TIDAK AKAN IKHLASIN UANGKUU.

ANDAIKAN BISA TIDAK MEMBERI BINTANG, BINTANG SATU AJA GA SUDIIHH SAYA",1,2026-07-29 04:56:35-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9968752861022949,negatif
"Mending netflix sih,donwoload susah bgt pdahal jaringan wifi kenceng, kode otp susah masuk, jadi mau log in keperangkat lain luar biasa susah 😂, cukup sekali sih berlangganan disney cuma karna mau nonton starwars aja, sisanya jauh lbh bagus netflix",1,2026-07-28 20:33:56-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.5683367252349854,negatif
buang buang duit,1,2026-07-28 20:19:16-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9962512850761414,negatif
"JELEK BGT, GAADA KODE OTPNYA MASUK SAMA SEKALI PDHL UDAH BAYAR",1,2026-07-28 09:13:32-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9980059266090393,negatif
"berulang kali mau mendaftar tapi selalu tidak pernah menerima otp nya sudah dilapor melalui email juga tidak ada perubahan, mending uninstal saja kalau begini",1,2026-07-28 08:45:22-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9226995706558228,negatif
Sudah 3 hari tidak bisa login untuk mendapatkan kode OTP. Padahal sudah langganan jadi rugi sudah membayar tapi tidak bisa dipergunakan,1,2026-07-27 17:04:20-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9268801212310791,negatif
Ini kenapa ya sudah berminggu minggu kode otp tidak bisa terus,1,2026-07-27 07:04:36-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9396125674247742,negatif
"Udah langganan, ga bisa di buka malah disuruh bayar lagi!",1,2026-07-27 06:20:43-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9758171439170837,negatif
"Apaan susah bgt login/daftarnya, susah dapat kode nya buat masuk sampai kenak limit kirain no sya yg bermasalah ternyata ganti nomor lain juga sama aja, tlg di perbaiki…",1,2026-07-26 17:33:51-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8426738977432251,negatif
Susah mendapatkan kode otp,1,2026-07-26 12:14:54-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9933598637580872,negatif
"Scam app, gausah di beli, aplikasi bobrok!",1,2026-07-26 07:14:56-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9976699948310852,negatif
fakkkkkk,1,2026-07-26 05:12:52-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9957937002182007,negatif
Tidak bisa2 login karna tidak kunjung dapat kode OTP. Padahal sudah beli paketnya di mytelkomsel. Tolong segera diperbaiki karena saya jadi mendapatkan kerugian secara materi dan juga waktu.,1,2026-07-25 05:08:20-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9922248125076294,negatif
"sudah beberapa kali coba masuk, tapi kode OTP tidak kunjung muncul. sudah lapor via email dan DM tapi tidak ada respon yang jelas.",1,2026-07-25 03:06:37-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.6660518646240234,negatif
"I cant receive otp, have try many time to resend via sms or call until max attemp but otp still not comiiinggg huuffttt!! Why oh whyyyy disney??",2,2026-07-25 02:21:08-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.6438185572624207,negatif
Kenpa sangat susah menerima OTP?? Sms tidak bisa! Telepon tidak bisa! Permintaan melalui email pun tidak bisa.. aaarrrgh,1,2026-07-25 02:02:36-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9625327587127686,negatif
Aplikasi tidak rekomended susah kali login ke aplikasinya,1,2026-07-25 00:28:38-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9961864352226257,negatif
"Halo tim Disney Hotstar kenapa aplikasi kalian ini sangat buruk untuk orang yg mau berlangganan, yg gak bisa mendapatkan kode otp,gak bisa masuk video, dan stuck mutar mutar gak jelas adeh kalah jauh sama aplikasi streaming lain saya sudah menghubungkan via email tapi gak di balas uda 1 minggu saya suda begitu sabar woy kalo gak karna video favorit. Goblok ajg",1,2026-07-24 20:01:02-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.991154134273529,negatif
"Dibilang terlalu banyak orang yang pake akun, udah force close masih aja begitu, kenapa ya disney+ ga se oke netflix atau hbo max?",1,2026-07-24 09:42:10-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9961832165718079,negatif
I noticed my subscription about to end and since I haven't been using it much the past month I decided to cancel it but the app didn't allow me to. It just kept saying  some error occurred.,1,2026-07-23 22:11:32-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8386633992195129,negatif
"APK SCAM,UDH BAYAR TAPI OTP NGA MASUK2",1,2026-07-23 21:55:15-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9844006896018982,negatif
"Kode otp ga masuk-masuk. Udah di email, di chat ig ga ada respon. Cuma disuruh nunggu nunggu aja. Langganan lewat telkomsel sama aja. Katanya kesalahan dari disneynya, uang hilang log in ga bisa.",1,2026-07-23 07:22:56-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9516689777374268,negatif
"mau login aja dibikin susah kode OTP ga masuk2. minimal ada solusi opsi login via email/lainnya, ini cuma bisa login via no telfon tp susahnya minta ampun.",2,2026-07-22 13:49:09-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9774264693260193,negatif
"gue udah transaksi dua kali dan akun tetep ga dibuatin gabisa masuk, rugi banget",1,2026-07-22 08:54:37-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9951207041740417,negatif
susah banget udah berlangganan tapi kode otp ga pernah muncul. konsumen udh banyak ngeluh hal yg sama tapi tidak ada tindakan.,1,2026-07-22 05:36:41-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9956860542297363,negatif
Sudah email respon lama.padahal berbayat,1,2026-07-22 00:44:44-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9966390132904053,negatif
Otp gk pernah di kirim kirim,1,2026-07-21 02:51:38-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9922587275505066,negatif
"males banget udah berlangganan dari indihome otp gk kekirim kirim dari telepon juga gk bisa udah minta bantuan lewat email sama aja,respon nya gk berguna ,terus percuma aja gitu udah berlangganan",1,2026-07-20 11:48:08-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9976041913032532,negatif
"SAYA SUDAH NONAKTIFKAN CALL BLOCKER,TETAP GA MAU KELUAR,SUDAH SAYA COBA LOG IN SECARA BERKALA JUGA SAMA AJA…TOLONG LAH INI SAYA MAU NONTON DOANG RIBETNYA MINTA AMPUNNN",1,2026-07-19 06:49:38-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9633857011795044,negatif
Login susah otp tidak terkirim rugi langganan tetapi tidak bisa login,1,2026-07-19 02:54:00-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.993730902671814,negatif
app streaming paling busuk. kode OTP ga dapet dapet,1,2026-07-19 00:00:08-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9976552724838257,negatif
"Mau langganan aja ribet, log susah…kode otp gak dikirim kirim anweeeeeh",1,2026-07-18 22:34:58-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9710152745246887,negatif
???,1,2026-07-18 09:25:22-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,positif,0.6458643078804016,negatif
"I entered my phone number and pressed the ""send verification code"" button, but nothing was sent, even after I tried seven times. I even deleted and re-downloaded the app, but it still doesn't work—it's a huge hassle!",1,2026-07-18 04:51:34-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.4566268026828766,negatif
"Baru ini nemu aplikasi streaming sesuah ini buat login.
Kok bisa OTP nya ga masuk2, pake SMS atau telpon juga ga bisa, padahal ada pulsanya. 
Nomor udah yakin betul, jaringan juga ga ada masalah, restart hp udah berkali2, tetep ga ada efeknya.
Masa login cuma bisa buat bayar doang, habis itu mau nonton malah disuruh login lagi di aplikasi, kok ga autosinkron?! Aneh bgt. 
Scam ya ini?????",1,2026-07-18 01:17:35-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9971144199371338,negatif
Im tired,1,2026-07-17 06:52:07-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8506482243537903,negatif
"tolong kendala otpny di perbaiki, berasa di tipu tapi ama apk resmi kan kocak kasih solusi yang masuk akal lah setidaknya",1,2026-07-17 05:40:54-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8868496417999268,negatif
Tp komplain tidak di tanggapi,1,2026-07-16 14:02:54-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9955766201019287,negatif
"dasar penipu kode OTP tidak dikirim"", padahal sdh bayar 65rb anjengggg!!! balikin uangku babiii!!! Makan uang haram kau itu babi",1,2026-07-15 22:27:59-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.9982536435127258,negatif
Ga pernah dikirim OTP pdhl udah bayar,1,2026-07-15 17:40:53-07:00,hiburan_streaming,Disney+ Hotstar,1524156685,negatif,0.8874480724334717,negatif
